temperature_2m,relative_humidity_2m,precipitation,surface_pressure,wind_speed_10m,wind_direction_10m,hour,day,month,day_of_week,is_weekend,pm2_5_lag_1h,pm2_5_lag_2h,pm2_5_lag_6h,pm2_5_lag_24h,pm10_lag_1h,pm10_lag_2h,pm10_lag_6h,pm10_lag_24h,nitrogen_dioxide_lag_1h,nitrogen_dioxide_lag_2h,nitrogen_dioxide_lag_6h,nitrogen_dioxide_lag_24h,sulphur_dioxide_lag_1h,sulphur_dioxide_lag_2h,sulphur_dioxide_lag_6h,sulphur_dioxide_lag_24h,carbon_monoxide_lag_1h,carbon_monoxide_lag_2h,carbon_monoxide_lag_6h,carbon_monoxide_lag_24h,pm2_5_roll_mean_6h,pm2_5_roll_std_6h,pm2_5_roll_mean_24h,pm2_5_roll_std_24h,pm10_roll_mean_6h,pm10_roll_std_6h,pm10_roll_mean_24h,pm10_roll_std_24h,nitrogen_dioxide_roll_mean_6h,nitrogen_dioxide_roll_std_6h,nitrogen_dioxide_roll_mean_24h,nitrogen_dioxide_roll_std_24h,sulphur_dioxide_roll_mean_6h,sulphur_dioxide_roll_std_6h,sulphur_dioxide_roll_mean_24h,sulphur_dioxide_roll_std_24h,carbon_monoxide_roll_mean_6h,carbon_monoxide_roll_std_6h,carbon_monoxide_roll_mean_24h,carbon_monoxide_roll_std_24h
34.8,55,0.0,999.53546,11.592894,233,7,5,6,4,0,36.7,36.7,27.8,30.7,111.8,116.2,70.5,83.4,4.2,5.5,7.1,3.7,6.7,6.6,5.6,5.6,220.0,244.0,199.0,202.0,33.550000000000004,3.844866707702684,31.5625,4.742849308719128,101.08333333333331,18.450302617211044,81.85000000000001,19.22907671481783,6.716666666666668,1.5715173135116298,8.554166666666665,4.033121476050484,6.216666666666668,0.4262237284181503,5.791666666666667,0.5029622396290861,246.0,32.557641192199206,214.54166666666663,40.56232902869207
34.9,55,0.0,998.73956,12.096214,233,8,5,6,4,0,34.9,36.7,29.9,29.9,101.5,111.8,87.5,81.3,3.6,4.2,8.0,3.2,6.5,6.7,5.9,5.4,214.0,220.0,253.0,207.0,34.73333333333333,2.618141834711621,31.7375,4.786921721233544,106.25,11.015761435325198,82.60416666666667,19.642998070264305,6.133333333333334,1.9936566070080453,8.55,4.038402611450948,6.366666666666667,0.3076794869123899,5.829166666666667,0.5212686586518571,248.5,28.55696062258706,215.04166666666663,40.4748759072852
35.2,54,0.0,997.84625,12.007498,229,9,5,6,4,0,33.3,34.9,33.9,29.3,94.8,101.5,104.3,78.2,3.3,3.6,8.3,3.3,6.1,6.5,6.1,5.2,217.0,214.0,285.0,216.0,35.300000000000004,1.485934049680694,31.879166666666663,4.78048380002683,107.46666666666668,8.687845916374469,83.16666666666667,19.796720559919454,5.3500000000000005,2.036418424587686,8.554166666666665,4.032690240981828,6.400000000000001,0.2529822128134811,5.858333333333333,0.5157659282596864,242.5,31.09179956194213,215.45833333333331,40.439949217990055
34.9,56,0.0,996.9461,11.843124,226,10,5,6,4,0,32.2,33.3,36.3,27.8,91.0,94.8,116.2,71.9,3.6,3.3,7.2,4.0,5.9,6.1,6.4,5.2,225.0,217.0,275.0,231.0,35.01666666666667,1.908315138195768,32.0,4.749004472335332,105.25,11.03662085966524,83.7,19.82949055452952,4.566666666666666,1.5108496505830384,8.566666666666666,4.0161269106340205,6.366666666666667,0.3076794869123899,5.8875,0.4963453391058756,232.5,23.38161671056942,215.83333333333331,40.48689177742708
34.25,58,0.0,996.53973,11.500296,230,11,5,6,4,0,31.4,32.2,36.7,27.1,88.2,91.0,116.2,69.4,4.4,3.6,5.5,5.2,5.9,5.9,6.6,5.2,243.0,225.0,244.0,251.0,34.2,2.264508776755011,32.15,4.666718426214007,100.58333333333331,11.394457717094951,84.37916666666668,19.686388569962183,4.1000000000000005,0.8000000000001501,8.583333333333334,3.99713665631728,6.283333333333334,0.3600925806881754,5.916666666666667,0.4742652593558132,227.16666666666663,13.166877635439729,216.33333333333331,40.755545546018816
33.3,60,0.0,996.3292,10.883676,235,12,5,6,4,0,30.4,31.4,36.7,43.0,84.5,88.2,111.8,114.8,5.8,4.4,4.2,7.3,6.0,5.9,6.7,5.6,267.0,243.0,220.0,261.0,33.15,2.3330237889915493,32.2875,4.558824457552926,95.3,9.9647378289646,85.00833333333334,19.4264256746514,4.15,0.9071934744034694,8.608333333333333,3.9768806507292687,6.183333333333335,0.3371448748930772,5.95,0.4491537937441198,231.0,20.405881505095003,217.0,41.47183433944359
32.2,64,0.0,996.3161,10.134495,236,13,5,6,4,0,28.7,30.4,34.9,40.5,75.7,84.5,101.5,102.7,7.7,5.8,3.6,9.1,6.1,6.0,6.5,5.6,286.0,267.0,214.0,254.0,31.816666666666663,2.1793729985175005,31.691666666666663,3.997816432989912,89.28333333333335,8.845205857789008,83.37916666666668,18.433522845423635,4.733333333333333,1.71308688240465,8.625,3.971994351762689,6.083333333333333,0.2228601953392917,5.970833333333334,0.4437774282194331,242.0,29.189039038652577,218.04166666666663,42.91394743038634
30.75,74,0.0,996.2986,9.54679,224,14,5,6,4,0,26.8,28.7,33.3,38.4,66.1,75.7,94.8,91.7,10.5,7.7,3.3,11.7,6.3,6.1,6.1,5.7,295.0,286.0,217.0,237.0,30.46666666666667,2.386350072111628,31.120833333333334,3.64822519883976,83.38333333333334,10.68221262972542,81.85416666666667,18.2789253600654,5.883333333333333,2.7823850680067346,8.683333333333334,3.98951524424433,6.050000000000001,0.1516575088810315,6.0,0.4413418274938427,255.5,32.22266283223643,219.75,45.16467453759574
30.0,77,0.0,996.6878,8.149847,223,15,5,6,4,0,25.1,26.8,32.2,32.9,56.5,66.1,91.0,78.9,13.9,10.5,3.6,13.7,6.6,6.3,5.9,5.8,298.0,295.0,225.0,223.0,29.1,2.7582603212895824,30.566666666666663,3.5016352287699024,77.0,13.553154614332373,80.3875,18.85759707362806,7.649999999999999,3.93890847824624,8.775,4.085951541562862,6.133333333333334,0.2732520204255919,6.0375000000000005,0.4528292700632763,269.0,29.738863461806996,222.29166666666663,47.81620533619973
29.55,79,0.0,997.3798,6.3690495,222,16,5,6,4,0,22.7,25.1,31.4,30.9,48.1,56.5,88.2,70.8,16.6,13.9,4.4,15.0,6.9,6.6,5.9,6.1,295.0,298.0,243.0,218.0,27.516666666666666,3.2969177524874924,30.141666666666666,3.811414967957589,69.85000000000001,15.817174210332231,79.10416666666666,19.97797655172942,9.816666666666666,4.756223992482554,8.895833333333334,4.276373836371854,6.300000000000001,0.3847076812334323,6.083333333333333,0.4824454613615496,280.6666666666667,21.657946963335927,225.29166666666663,50.06819624634296
29.35,80,0.0,998.274,6.452441,239,17,5,6,4,0,20.5,22.7,30.4,30.6,41.3,48.1,84.5,69.6,18.5,16.6,5.8,15.8,7.1,6.9,6.0,6.5,287.0,295.0,267.0,215.0,25.700000000000003,3.706750598570197,29.70833333333333,4.283427788954605,62.03333333333333,16.508745157239115,77.875,21.3701183085574,12.166666666666666,5.020624131187932,9.041666666666666,4.544840999434949,6.5,0.4427188724235815,6.125,0.5252328676095431,288.0,11.349008767289272,228.16666666666663,51.58923604166195
29.2,80,0.0,998.77026,5.4744864,226,18,5,6,4,0,20.4,20.5,28.7,30.7,41.0,41.3,75.7,68.7,19.7,18.5,7.7,15.7,7.4,7.1,6.1,6.6,274.0,287.0,286.0,208.0,24.03333333333333,3.4068558329737373,29.28333333333333,4.678876367032062,54.78333333333334,14.035443230146528,76.68333333333334,22.61289871745324,14.483333333333334,4.691446116781741,9.204166666666667,4.856056654517531,6.733333333333334,0.4926120853843094,6.1625000000000005,0.5822090615099531,289.1666666666667,8.841191473250422,230.625,52.3348852811516
29.05,82,0.0,998.86804,6.804381,217,19,5,6,4,0,20.7,20.4,26.8,29.7,41.2,41.0,66.1,66.1,19.9,19.7,10.5,14.1,7.4,7.4,6.3,6.3,255.0,274.0,295.0,189.0,22.7,2.7092434368289067,28.86666666666667,4.982636517614627,49.03333333333333,10.330472722323314,75.5375,23.705361941607425,16.516666666666666,3.703196817165728,9.379166666666666,5.166108548630374,6.95,0.4415880433164094,6.195833333333333,0.6293400039562579,284.0,16.661332479727,232.58333333333331,52.33081781086186
28.9,83,0.0,998.4677,8.4963045,216,20,5,6,4,0,21.1,20.7,25.1,28.7,43.0,41.2,56.5,63.8,18.5,19.9,13.9,11.6,7.2,7.4,6.6,5.7,224.0,255.0,298.0,165.0,21.75,1.845806056984456,28.50833333333333,5.223518443303937,45.18333333333334,6.160979359376733,74.575,24.55880697428116,17.849999999999998,2.2642879675517533,9.5625,5.413093024044246,7.100000000000001,0.3098386676966216,6.233333333333333,0.6617937854745284,272.1666666666667,28.378982833545404,234.04166666666663,51.54523481258042
28.65,85,0.0,997.9664,9.299225,222,21,5,6,4,0,21.0,21.1,22.7,27.0,45.2,43.0,48.1,60.1,15.9,18.5,16.6,9.5,6.8,7.2,6.9,5.3,188.0,224.0,295.0,149.0,21.066666666666663,0.8453795991548213,28.1875,5.443089955243227,43.3,2.8439409276564604,73.8,25.1987577333556,18.183333333333334,1.6228575620387335,9.741666666666664,5.552822757815173,7.133333333333334,0.2503331114069503,6.279166666666666,0.661341960263939,253.83333333333331,41.05321749469404,235.0,50.40703884595271
28.4,86,0.0,997.6644,8.587338,236,22,5,6,4,0,20.8,21.0,20.5,26.1,46.8,45.2,41.3,59.6,13.5,15.9,18.5,8.2,6.4,6.8,7.1,5.2,160.0,188.0,287.0,143.0,20.75,0.2738612787534953,27.92916666666667,5.645273449430128,43.083333333333336,2.42356486743519,73.24583333333332,25.655255909795603,17.666666666666668,2.489712165425217,9.908333333333331,5.605037847808191,7.050000000000001,0.3885871845545303,6.324999999999999,0.627798084404979,231.33333333333331,49.99866664888813,235.45833333333331,49.63517263311204
28.25,87,0.0,997.66284,7.587806,247,23,5,6,4,0,20.5,20.8,20.4,25.7,48.3,46.8,41.0,60.1,11.4,13.5,19.7,7.2,6.1,6.4,7.4,5.3,144.0,160.0,274.0,145.0,20.75,0.2738612787534953,27.695833333333336,5.83665174763653,44.25,3.0078231330980003,72.775,26.017707181005065,16.483333333333334,3.4976658883698963,10.041666666666666,5.600692244998681,6.883333333333334,0.5455883674224375,6.3625,0.5829553640903319,207.5,52.19099539192519,235.5,49.55453736957936
